0.10010257	0.07127309	-0.013635196	0.1180497	-0.06630193	-0.030825783	-0.11807742	0.17555587	0.1475919	-0.025201013	-0.008639498	0.3257464	-0.051781368	-0.05289054	0.062698476	-0.13816315
0.22099586	0.001662975	-0.024790158	0.060374837	-0.0658953	-0.059169192	-0.17035241	0.20860162	0.14218771	-0.07114298	-0.13719952	0.42542925	-0.14205818	0.011240339	0.032950148	-0.16934133
0.22719416	-0.04347351	-0.076622956	0.08533601	-0.004036343	-0.061791036	-0.13827135	0.08454212	0.08056402	-0.08766585	-0.103402466	0.36551246	-0.094519995	0.037030965	-0.013602106	-0.12464891
0.20345299	0.0022616107	-0.07257101	0.07793007	-0.0782339	-0.042794187	-0.10325159	0.14489621	0.1402556	-0.091600336	-0.013958326	0.41346177	-0.07461449	0.024651898	0.026173094	-0.26346463
0.17734219	0.024067324	-0.01045442	0.09145996	-0.09749499	-0.05906858	-0.09798286	0.22672957	0.12033643	-0.03723305	0.0014611017	0.38753095	-0.025003217	-0.029468503	0.12447025	-0.23841135
0.1827218	-0.006359991	-0.047732025	0.15391879	-0.11591275	-0.015227831	-0.1539529	0.18220021	0.13098767	-0.09140398	-0.06394798	0.44123706	-0.06771804	-0.047129128	0.07340296	-0.2126048
0.13001932	-0.040279906	-0.037747663	0.037153758	-0.08874633	-0.11103807	-0.17566893	0.16376077	0.09832295	-0.029047726	-0.08970395	0.34561443	-0.11350349	-0.023340778	0.07616417	-0.19478719
0.12305294	0.046837427	-0.029018763	0.15607195	-0.12820634	-0.041856717	-0.13619418	0.18676734	0.080888726	0.013090314	-0.08242743	0.27460188	-0.06622708	-0.040990666	0.111055166	-0.23948348
0.15298937	0.024698472	-0.03566177	0.047084797	-0.12080609	-0.044313524	-0.09537825	0.12914498	0.11540723	-0.081633866	-0.0026644238	0.31160274	-0.09630262	0.008143913	0.051526137	-0.21424349
0.24038361	-0.09340228	-0.14059578	0.020223957	-0.004600284	-0.13126086	-0.16176578	0.097021095	0.076506115	-0.1069768	-0.13088691	0.4327129	-0.12273212	0.0904298	0.017263882	-0.12652475
0.16524382	0.007997324	-0.055143964	0.122467056	-0.115159795	-0.035184223	-0.12055649	0.1458725	0.12437408	-0.05816321	-0.14277154	0.44102225	-0.17429924	-0.02508337	0.06862227	-0.20753692
0.21864307	-0.025892502	-0.015225792	0.119649746	-0.11424791	-0.10367443	-0.18634443	0.28248534	0.18041985	-0.11871113	-0.08102802	0.54506904	-0.09447404	-0.051062636	0.13131623	-0.25861523
0.19008045	0.038131986	-0.0012647288	0.05822484	-0.12839457	-0.07483762	-0.17628005	0.18626484	0.117903575	-0.08110024	-0.11545843	0.33466086	-0.08126084	-0.04872084	0.06250076	-0.20889315
0.1338009	0.112914994	0.015583231	0.14794745	-0.14886448	0.028274976	-0.004239538	0.26405677	0.22401498	0.004944844	0.0509894	0.35521665	-0.012747959	-0.1328695	0.1266143	-0.24859798
0.15322064	-0.05269662	-0.07131103	0.044096507	-0.044533372	-0.04075674	-0.1382448	0.10515697	0.065785855	-0.07573087	-0.055941332	0.25195393	-0.13563718	-0.029163871	0.055867225	-0.110042386
0.060009625	0.04853057	-0.03407165	0.09132169	-0.078252636	-0.047455046	-0.050591197	0.184197	0.16597864	-0.020735132	-0.055749588	0.28671724	-0.017653696	-0.08551465	0.054589864	-0.1670199
0.14350696	0.031709604	-0.010012156	0.105311505	-0.08523382	-0.10587012	-0.112371005	0.14133352	0.08441889	-0.02575604	-0.09369622	0.32184377	-0.037903767	-0.00992357	0.07188474	-0.18330899
0.23054281	0.028673386	-0.04454755	0.114229664	-0.10700963	-0.035192087	-0.10026123	0.24798137	0.15366724	-0.1158604	-0.089617625	0.44599754	-0.08731828	-0.01814937	0.08182867	-0.2745176
0.15672578	0.05837411	-0.03962834	0.10542652	-0.095414564	-0.052154433	-0.051297065	0.20706035	0.1222356	-0.026569078	-0.11051941	0.33772293	-0.07152875	-0.061249927	0.06385611	-0.22232714
0.17362715	-0.00059665926	-0.04604581	0.0567771	-0.056952517	-0.03750392	-0.16053122	0.062238526	0.06948687	-0.040443532	-0.03286104	0.29195416	-0.07406132	0.052669898	0.034081656	-0.11718816
0.052230224	0.072451875	-0.030203115	0.14591287	-0.10290764	0.027973935	0.007768925	0.1381712	0.11700435	0.026468946	-0.0001819316	0.2322683	-0.00027520044	-0.042094197	0.04756588	-0.110170476
0.08307964	-0.002745187	-0.05883178	0.05411153	-0.102673896	-0.021045698	-0.08739407	0.14442638	0.07168945	-0.048251115	-0.033946235	0.27919677	-0.085951716	-0.057164438	0.091327764	-0.15945724
