-0.10539783	0.37827772	-0.19701323	-0.10806975	-0.21001762	-0.15945795	0.073069744	-0.13012606	0.17694874	-0.068610944	-0.17233081	0.11100862	0.1512577	-0.0011888685	-0.06902524	-0.025245521	0.24692434	0.35142323	-0.025726948	-0.32188806	-0.14300513	-0.25350454	-0.23576215	-0.11201803	-0.10463305	-0.22585961	-0.18378694	-0.17060068	-0.3787815	-0.22142093	-0.39662045	-0.17394319
-0.29735643	0.28129083	0.0009230348	-0.032124538	-0.29745087	0.11055368	-0.10756936	0.04622581	0.24973716	0.036773168	-0.22624737	0.26260397	-0.013704114	0.104018934	-0.036957923	0.22101836	-0.04768785	0.39179686	-0.1266418	-0.33686268	-0.23268494	-0.24836737	-0.16033185	-0.15337987	-0.22378124	-0.16661282	-0.30001432	-0.27407232	-0.45765868	-0.30994013	-0.37640885	-0.05310946
-0.04144165	0.18254873	-0.06080665	0.107572466	-0.029855954	-0.3009253	0.15267904	-0.046111543	0.3028215	0.032213103	0.09209982	0.2313242	0.02041973	-0.090922534	0.10128518	-0.1573461	0.2264283	0.3761006	0.11185766	-0.3239492	-0.20716049	0.047468033	-0.06797501	0.0042444714	-0.32129234	-0.06257859	-0.18276805	0.048490956	-0.20728476	-0.15226232	-0.42256874	-0.41436517
0.053895347	0.35527158	-0.05008633	-0.08636587	-0.13269995	-0.18863522	0.20987102	-0.11487767	0.10644941	-0.048353247	-0.17357583	0.14070153	0.13602112	0.047712497	0.10069248	-0.13267832	0.16740528	0.23483442	0.17660509	-0.24180463	-0.14881177	-0.1661735	-0.26559633	0.002489387	0.15487891	-0.056529008	-0.10020365	-0.007140281	-0.34246606	-0.25080636	-0.10345987	0.046499517
0.24304989	0.13819806	-0.36656648	0.13393337	0.20872793	-0.06223354	0.24329904	0.1496475	0.23714294	0.028896777	-0.27378342	0.1515555	0.020002974	-0.25838876	0.12619382	0.027485723	0.14502694	0.35571447	0.19567826	-0.1860558	-0.36782613	0.114756756	0.098107465	0.23118384	-0.10662869	0.10316133	0.06305603	0.061740916	-0.12563784	-0.19173318	-0.19806853	-0.0740652
0.11905482	-0.1238747	-0.105518244	0.18225995	0.14533956	-0.47166255	0.17617181	-0.12718825	0.19284579	0.069031864	0.4672576	0.28358796	-0.10895826	-0.15038455	0.22028704	-0.39988202	0.4723743	0.17969857	0.3072455	-0.4537165	-0.046296254	0.22760542	0.019986674	0.13182515	-0.39972386	0.08900213	0.11673108	0.25498834	0.35273656	0.14803769	-0.50163966	-0.51273626
-0.09817182	0.22244848	0.03299316	-0.10937985	-0.22332071	-0.048496086	-0.06648153	-0.019199122	0.17395067	0.05020831	-0.057450883	0.1867926	0.06582397	0.110359564	0.03386168	0.09245143	0.034825202	0.2682873	2.4877372e-06	-0.28482556	-0.073533766	-0.15500349	-0.18014447	-0.10551586	-0.047667943	-0.12841195	-0.2005837	-0.16561817	-0.36231935	-0.25609398	-0.22833513	0.0142567465
-0.14631486	0.2880581	-0.1458276	-0.09048511	-0.17015482	-0.182513	-0.020531513	-0.0841744	0.15478736	-0.080480516	-0.18114084	0.14149363	0.10128954	0.018037666	-0.0753069	0.034193836	0.16906902	0.26821023	-0.010037135	-0.30587086	-0.19917443	-0.13431033	-0.09092662	-0.1305435	-0.12751162	-0.14475943	-0.1577269	-0.18620515	-0.24353825	-0.11290764	-0.37983653	-0.24608468
0.2610596	0.3551514	-0.24278493	-0.12541078	0.22751617	-0.36081254	0.30705395	-0.26742348	-0.04802208	-0.34889644	-0.31187114	-0.19485492	0.31560853	-0.21334909	0.094994225	-0.32663	0.33224934	0.03915354	0.2983432	0.09325013	-0.27504063	-0.030942116	-0.2996824	0.10872178	0.09349726	-0.06580651	0.31646413	0.03599477	-0.13715751	0.107918024	0.09201227	-0.09852993
0.12660651	0.25938478	-0.1324563	-0.050127823	0.02380029	-0.26307517	0.23448601	-0.1681878	0.07473706	-0.14249708	-0.12891142	0.017220765	0.15993774	-0.017775308	0.08490698	-0.24028325	0.15929769	0.07926232	0.12317797	-0.22463162	-0.143482	-0.1678053	-0.26103044	0.016562484	0.09232409	-0.08046445	0.059518967	0.009012872	-0.1727281	-0.16286401	-0.14745067	-0.12158988
